text,label
"precautions to prevent the unauthorised disclosure, reproduction, or misuse of Confidential Information. 3. Exceptions The obligations set forth above shall not apply to information that: (a) is or becomes part of the public domain through no act or omission on your",Low
"part; (b) was demonstrably in your lawful possession prior to its disclosure by the Company, as evidenced by contemporaneous written records; or (c) is required to be disclosed pursuant to a valid order of a court or governmental authority, provided that you furnish prompt written notice to the Company prior to such disclosure, to the extent legally permissible, to enable the Company to seek appropriate protective measures. 4. Return and Destruction of Materials",Low
"Upon the conclusion or termination of your internship, howsoever arising, you shall immediately return to the Company all documents, files, records, media, and materials (in both physical and electronic form) containing or relating to Confidential Information. Where return is not feasible,",Low
you shall permanently destroy such materials and provide written confirmation of destruction to the Company upon request. 5. Survival of Obligations Your confidentiality and non disclosure obligations under this agreement shall survive the termination or expiry of your internship and shall remain,Low
"in full force and effect indefinitely, unless expressly released in writing by an authorised representative of the Company. 6. Consequences of Breach Any breach of these confidentiality obligations may result in the immediate termination of your internship and may expose you to legal proceedings,",Low
"including claims for damages, injunctive relief, and any other remedies available under applicable law. Code of Conduct and Workplace Ethics Throughout the duration of your internship, you are required to observe and comply with the following standards of professional conduct and",Medium
"responsibilities at the Company. You shall not engage in any external activity, employment, or business relationship that may compromise your objectivity, performance, or loyalty to the Company during the term of this agreement.",Low
"6. Reporting of Violations If you become aware of any conduct that violates Company policies, applicable laws, or ethical standards, you are obligated to report such matters",Low
"Non compliance with this Code of Conduct may result in disciplinary action proportionate to the nature and severity of the violation. Such action may include, but is not limited to, formal written warnings, temporary suspension of duties, or immediate termination of the internship.",Low
"adversely affect your performance evaluation and may constitute grounds for disciplinary action, up to and including termination of the internship. Performance and Evaluation Your performance shall be evaluated on an ongoing basis throughout the internship period. Evaluation criteria include, but are not limited to, the",Low
"Termination of Internship This internship agreement may be terminated by either party in accordance with the following provisions: 1. Termination by the Company The Company reserves the right to terminate this agreement with immediate effect, without prior notice, in the event of: (a) gross misconduct, dishonesty, or unethical behaviour; (b) material breach of any term or condition of this agreement; (c) persistent failure to meet the required standards of performance despite reasonable opportunity and feedback; (d) engagement in any activity that constitutes fraud, misrepresentation, or a conflict of interest; or (e) any conduct that, in the reasonable judgement of the Company, is detrimental to its interests, reputation, or operations. 2. Termination by the Intern",High
"3. Mutual Notice Period Except in cases of termination for cause as described in Section 1 above, either party shall provide a minimum written notice of seven (7) calendar",Low
"days prior to the effective date of termination. 4. Return of Company Property Upon termination or expiry of this agreement, you shall immediately return all Company property in your possession, including but not limited to",Medium
"documents, credentials, access tokens, digital assets, equipment, and any materials containing Confidential Information. Acknowledgment and Acceptance By affixing your signature below, you hereby confirm that you have read this agreement in its entirety, that you fully understand its contents and",Low
"implications, and that you voluntarily and unconditionally accept all terms, conditions, obligations, and policies set forth herein. Your signature constitutes a binding acknowledgment of your acceptance of the internship offer and your commitment to comply with the provisions of this",Low
"agreement. To formalise your acceptance, please sign this document and submit the signed copy through the secure submission link provided in the accompanying offer email on or before the deadline specified below.",Low
"compensation, obligations, and the policies applicable to your tenure. Please read this document in its entirety. By signing and returning this letter, you indicate your unconditional acceptance of all terms stated herein.",Low
Employment Agreement: Terms and Conditions You are hereby offered the position of Frontend Developer Intern on an internship basis under a fully remote work arrangement. You will not be,Low
"reporting manager. Vijay Adsul will be responsible for assigning tasks, providing guidance, evaluating your deliverables, and ensuring adherence to the terms of this agreement throughout the internship period.",Low
"Your internship shall commence on 13th April 2026 and shall continue for a period of 6 Months, concluding on 12th October 2026, unless terminated earlier in accordance with the provisions set forth in this agreement. Upon successful completion of your internship, and subject to satisfactory performance evaluations, you may be considered for a Pre Placement",Low
"made at the sole and absolute discretion of the Company, based on its internal evaluation criteria, business requirements, and organisational needs at the time of assessment. Important Notice: Zorvyn FinTech Pvt. Ltd. does not charge any fees in connection with internships, employment, or onboarding. This includes,",Low
"without limitation, application fees, processing fees, joining fees, training fees, or charges for welcome kits. If any individual or entity requests payment on behalf of the Company, you are advised to disregard such communication and report it immediately to hr@zorvyn.io.",Low
"Stipend and Payment Terms In consideration of your services as Frontend Developer Intern, you shall receive a monthly stipend of INR 35,000. The stipend shall be disbursed on",Low
"or before the 13th of each calendar month via your preferred mode of payment. Following your acceptance of this offer, the Human Resources department will contact you to collect the banking or payment details necessary for processing your compensation. You are solely responsible for",Low
ensuring that the payment information provided is accurate and complete. The Company shall not be held liable for any delays or errors in payment arising from incorrect details furnished by you.,Medium
"Confidentiality and Non Disclosure Obligations By accepting this offer, you acknowledge and agree to be bound by the following confidentiality and non disclosure obligations for the entire",Low
"1. Definition of Confidential Information ""Confidential Information"" shall mean all information, in any form (written, electronic, verbal, or otherwise), that is proprietary to the Company and",Low
"not available in the public domain. This includes, without limitation, trade secrets, source code, algorithms, technical documentation, product designs, business strategies, financial records, client and customer data, vendor agreements, internal communications, employee information, and",Low
"any other information disclosed to you or accessed by you during the course of your internship. 2. Obligation of Confidentiality You shall maintain the strictest confidence with respect to all Confidential Information. You shall not, directly or indirectly, disclose, publish,",Low
"communicate, or make available any Confidential Information to any third party without the prior written authorisation of the Company. You shall use Confidential Information exclusively for the purpose of performing your assigned duties under this agreement. You shall take all reasonable",Medium
"precautions to prevent the unauthorised disclosure, reproduction, or misuse of Confidential Information. 3. Exceptions The obligations set forth above shall not apply to information that: (a) is or becomes part of the public domain through no act or omission on your",Low
"part; (b) was demonstrably in your lawful possession prior to its disclosure by the Company, as evidenced by contemporaneous written records; or (c) is required to be disclosed pursuant to a valid order of a court or governmental authority, provided that you furnish prompt written notice to the Company prior to such disclosure, to the extent legally permissible, to enable the Company to seek appropriate protective measures. 4. Return and Destruction of Materials",Low
"Upon the conclusion or termination of your internship, howsoever arising, you shall immediately return to the Company all documents, files, records, media, and materials (in both physical and electronic form) containing or relating to Confidential Information. Where return is not feasible,",Low
you shall permanently destroy such materials and provide written confirmation of destruction to the Company upon request. 5. Survival of Obligations Your confidentiality and non disclosure obligations under this agreement shall survive the termination or expiry of your internship and shall remain,Low
"in full force and effect indefinitely, unless expressly released in writing by an authorised representative of the Company. 6. Consequences of Breach Any breach of these confidentiality obligations may result in the immediate termination of your internship and may expose you to legal proceedings,",Low
"including claims for damages, injunctive relief, and any other remedies available under applicable law. Code of Conduct and Workplace Ethics Throughout the duration of your internship, you are required to observe and comply with the following standards of professional conduct and",Medium
"responsibilities at the Company. You shall not engage in any external activity, employment, or business relationship that may compromise your objectivity, performance, or loyalty to the Company during the term of this agreement.",Low
"6. Reporting of Violations If you become aware of any conduct that violates Company policies, applicable laws, or ethical standards, you are obligated to report such matters",Low
"Non compliance with this Code of Conduct may result in disciplinary action proportionate to the nature and severity of the violation. Such action may include, but is not limited to, formal written warnings, temporary suspension of duties, or immediate termination of the internship.",Low
"adversely affect your performance evaluation and may constitute grounds for disciplinary action, up to and including termination of the internship. Performance and Evaluation Your performance shall be evaluated on an ongoing basis throughout the internship period. Evaluation criteria include, but are not limited to, the",Low
"Termination of Internship This internship agreement may be terminated by either party in accordance with the following provisions: 1. Termination by the Company The Company reserves the right to terminate this agreement with immediate effect, without prior notice, in the event of: (a) gross misconduct, dishonesty, or unethical behaviour; (b) material breach of any term or condition of this agreement; (c) persistent failure to meet the required standards of performance despite reasonable opportunity and feedback; (d) engagement in any activity that constitutes fraud, misrepresentation, or a conflict of interest; or (e) any conduct that, in the reasonable judgement of the Company, is detrimental to its interests, reputation, or operations. 2. Termination by the Intern",High
"3. Mutual Notice Period Except in cases of termination for cause as described in Section 1 above, either party shall provide a minimum written notice of seven (7) calendar",Low
"days prior to the effective date of termination. 4. Return of Company Property Upon termination or expiry of this agreement, you shall immediately return all Company property in your possession, including but not limited to",Medium
"documents, credentials, access tokens, digital assets, equipment, and any materials containing Confidential Information. Acknowledgment and Acceptance By affixing your signature below, you hereby confirm that you have read this agreement in its entirety, that you fully understand its contents and",Low
"implications, and that you voluntarily and unconditionally accept all terms, conditions, obligations, and policies set forth herein. Your signature constitutes a binding acknowledgment of your acceptance of the internship offer and your commitment to comply with the provisions of this",Low
"agreement. To formalise your acceptance, please sign this document and submit the signed copy through the secure submission link provided in the accompanying offer email on or before the deadline specified below.",Low
"This letter sets forth the complete terms and conditions governing your internship engagement, including your role, reporting structure, compensation, obligations, and the policies applicable to your tenure. Please read this document in its entirety. By signing and returning this letter,",Low
"reporting manager. Vijay Adsul will be responsible for assigning tasks, providing guidance, evaluating your deliverables, and ensuring adherence to the terms of this agreement throughout the internship period.",Low
"Your internship shall commence on 13th April 2026 and shall continue for a period of 6 Months, concluding on 12th October 2026, unless terminated earlier in accordance with the provisions set forth in this agreement. Upon successful completion of your internship, and subject to satisfactory performance evaluations, you may be considered for a Pre Placement",Low
"made at the sole and absolute discretion of the Company, based on its internal evaluation criteria, business requirements, and organisational needs at the time of assessment. Important Notice: Zorvyn FinTech Pvt. Ltd. does not charge any fees in connection with internships, employment, or onboarding. This includes,",Low
"without limitation, application fees, processing fees, joining fees, training fees, or charges for welcome kits. If any individual or entity requests payment on behalf of the Company, you are advised to disregard such communication and report it immediately to hr@zorvyn.io.",Low
"In consideration of your services as Frontend Developer Intern, you shall receive a monthly stipend of INR 35,000. The stipend shall be disbursed on or before the 13th of each calendar month via your preferred mode of payment. Following your acceptance of this offer, the Human Resources",Low
department will contact you to collect the banking or payment details necessary for processing your compensation. You are solely responsible for ensuring that the payment information provided is accurate and complete. The Company shall not be held liable for any delays or errors in payment,Low
"By accepting this offer, you acknowledge and agree to be bound by the following confidentiality and non disclosure obligations for the entire duration of your engagement and thereafter: 1. Definition of Confidential Information",Low
"""Confidential Information"" shall mean all information, in any form (written, electronic, verbal, or otherwise), that is proprietary to the Company and not available in the public domain. This includes, without limitation, trade secrets, source code, algorithms, technical documentation, product",Low
"designs, business strategies, financial records, client and customer data, vendor agreements, internal communications, employee information, and any other information disclosed to you or accessed by you during the course of your internship.",Low
"2. Obligation of Confidentiality You shall maintain the strictest confidence with respect to all Confidential Information. You shall not, directly or indirectly, disclose, publish, communicate, or make available any Confidential Information to any third party without the prior written authorisation of the Company. You shall",Low
"use Confidential Information exclusively for the purpose of performing your assigned duties under this agreement. You shall take all reasonable precautions to prevent the unauthorised disclosure, reproduction, or misuse of Confidential Information.",Low
3. Exceptions The obligations set forth above shall not apply to information that: (a) is or becomes part of the public domain through no act or omission on your,Low
"part; (b) was demonstrably in your lawful possession prior to its disclosure by the Company, as evidenced by contemporaneous written records; or (c) is required to be disclosed pursuant to a valid order of a court or governmental authority, provided that you furnish prompt written notice to the Company prior to such disclosure, to the extent legally permissible, to enable the Company to seek appropriate protective measures. 4. Return and Destruction of Materials",Low
"Upon the conclusion or termination of your internship, howsoever arising, you shall immediately return to the Company all documents, files, records, media, and materials (in both physical and electronic form) containing or relating to Confidential Information. Where return is not feasible,",Low
you shall permanently destroy such materials and provide written confirmation of destruction to the Company upon request. 5. Survival of Obligations Your confidentiality and non disclosure obligations under this agreement shall survive the termination or expiry of your internship and shall remain,Low
"in full force and effect indefinitely, unless expressly released in writing by an authorised representative of the Company. 6. Consequences of Breach Any breach of these confidentiality obligations may result in the immediate termination of your internship and may expose you to legal proceedings,",Low
"including claims for damages, injunctive relief, and any other remedies available under applicable law.",Medium
"responsibilities at the Company. You shall not engage in any external activity, employment, or business relationship that may compromise your objectivity, performance, or loyalty to the Company during the term of this agreement.",Low
"6. Reporting of Violations If you become aware of any conduct that violates Company policies, applicable laws, or ethical standards, you are obligated to report such matters",Low
"Non compliance with this Code of Conduct may result in disciplinary action proportionate to the nature and severity of the violation. Such action may include, but is not limited to, formal written warnings, temporary suspension of duties, or immediate termination of the internship.",Low
"adversely affect your performance evaluation and may constitute grounds for disciplinary action, up to and including termination of the internship.",Low
"This internship agreement may be terminated by either party in accordance with the following provisions: 1. Termination by the Company The Company reserves the right to terminate this agreement with immediate effect, without prior notice, in the event of: (a) gross misconduct, dishonesty, or unethical behaviour; (b) material breach of any term or condition of this agreement; (c) persistent failure to meet the required standards of performance despite reasonable opportunity and feedback; (d) engagement in any activity that constitutes fraud, misrepresentation, or a conflict of interest; or (e) any conduct that, in the reasonable judgement of the Company, is detrimental to its interests, reputation, or operations. 2. Termination by the Intern",High
"3. Mutual Notice Period Except in cases of termination for cause as described in Section 1 above, either party shall provide a minimum written notice of seven (7) calendar",Low
"days prior to the effective date of termination. 4. Return of Company Property Upon termination or expiry of this agreement, you shall immediately return all Company property in your possession, including but not limited to",Medium
"documents, credentials, access tokens, digital assets, equipment, and any materials containing Confidential Information.",Low
"By affixing your signature below, you hereby confirm that you have read this agreement in its entirety, that you fully understand its contents and implications, and that you voluntarily and unconditionally accept all terms, conditions, obligations, and policies set forth herein. Your signature",Low
"constitutes a binding acknowledgment of your acceptance of the internship offer and your commitment to comply with the provisions of this agreement. To formalise your acceptance, please sign this document and submit the signed copy through the secure submission link provided in the",Low
"This letter sets forth the complete terms and conditions governing your internship engagement, including your role, reporting structure, compensation, obligations, and the policies applicable to your tenure. Please read this document in its entirety. By signing and returning this letter,",Low
"reporting manager. Vijay Adsul will be responsible for assigning tasks, providing guidance, evaluating your deliverables, and ensuring adherence to the terms of this agreement throughout the internship period.",Low
"Your internship shall commence on 13th April 2026 and shall continue for a period of 6 Months, concluding on 12th October 2026, unless terminated earlier in accordance with the provisions set forth in this agreement. Upon successful completion of your internship, and subject to satisfactory performance evaluations, you may be considered for a Pre Placement",Low
"made at the sole and absolute discretion of the Company, based on its internal evaluation criteria, business requirements, and organisational needs at the time of assessment. Important Notice: Zorvyn FinTech Pvt. Ltd. does not charge any fees in connection with internships, employment, or onboarding. This includes,",Low
"without limitation, application fees, processing fees, joining fees, training fees, or charges for welcome kits. If any individual or entity requests payment on behalf of the Company, you are advised to disregard such communication and report it immediately to hr@zorvyn.io.",Low
"In consideration of your services as Frontend Developer Intern, you shall receive a monthly stipend of INR 35,000. The stipend shall be disbursed on or before the 13th of each calendar month via your preferred mode of payment. Following your acceptance of this offer, the Human Resources",Low
department will contact you to collect the banking or payment details necessary for processing your compensation. You are solely responsible for ensuring that the payment information provided is accurate and complete. The Company shall not be held liable for any delays or errors in payment,Low
"By accepting this offer, you acknowledge and agree to be bound by the following confidentiality and non disclosure obligations for the entire duration of your engagement and thereafter:",Low
"1. Definition of Confidential Information ""Confidential Information"" shall mean all information, in any form (written, electronic, verbal, or otherwise), that is proprietary to the Company and not available in the public domain. This includes, without limitation, trade secrets, source code, algorithms, technical documentation, product",Low
"designs, business strategies, financial records, client and customer data, vendor agreements, internal communications, employee information, and any other information disclosed to you or accessed by you during the course of your internship.",Low
"2. Obligation of Confidentiality You shall maintain the strictest confidence with respect to all Confidential Information. You shall not, directly or indirectly, disclose, publish, communicate, or make available any Confidential Information to any third party without the prior written authorisation of the Company. You shall",Low
"use Confidential Information exclusively for the purpose of performing your assigned duties under this agreement. You shall take all reasonable precautions to prevent the unauthorised disclosure, reproduction, or misuse of Confidential Information.",Low
3. Exceptions The obligations set forth above shall not apply to information that: (a) is or becomes part of the public domain through no act or omission on your,Low
"part; (b) was demonstrably in your lawful possession prior to its disclosure by the Company, as evidenced by contemporaneous written records; or",Low
"4. Return and Destruction of Materials Upon the conclusion or termination of your internship, howsoever arising, you shall immediately return to the Company all documents, files, records, media, and materials (in both physical and electronic form) containing or relating to Confidential Information. Where return is not feasible,",Low
"5. Survival of Obligations Your confidentiality and non disclosure obligations under this agreement shall survive the termination or expiry of your internship and shall remain in full force and effect indefinitely, unless expressly released in writing by an authorised representative of the Company.",Low
"6. Consequences of Breach Any breach of these confidentiality obligations may result in the immediate termination of your internship and may expose you to legal proceedings,",Low
"including claims for damages, injunctive relief, and any other remedies available under applicable law.",Medium
"5. Conflict of Interest You are obligated to promptly disclose any personal, financial, or professional interest that may conflict, or appear to conflict, with your duties and responsibilities at the Company. You shall not engage in any external activity, employment, or business relationship that may compromise your",Low
"objectivity, performance, or loyalty to the Company during the term of this agreement.",Low
"6. Reporting of Violations If you become aware of any conduct that violates Company policies, applicable laws, or ethical standards, you are obligated to report such matters promptly to your reporting manager or the Human Resources department. The Company prohibits retaliation against any individual who reports a",Low
"may include, but is not limited to, formal written warnings, temporary suspension of duties, or immediate termination of the internship.",Low
"3. Unauthorised Absence Any absence without prior approval or timely notification shall be treated as unauthorised. Repeated or prolonged unauthorised absences may adversely affect your performance evaluation and may constitute grounds for disciplinary action, up to and including termination of the internship.",Low
This internship agreement may be terminated by either party in accordance with the following provisions:,Low
"1. Termination by the Company The Company reserves the right to terminate this agreement with immediate effect, without prior notice, in the event of: (a) gross misconduct, dishonesty, or unethical behaviour; (b) material breach of any term or condition of this agreement; (c) persistent failure to meet the required standards of performance despite reasonable opportunity and feedback; (d) engagement in any activity that constitutes fraud, misrepresentation, or a conflict of interest; or (e) any conduct that, in the reasonable judgement of the Company, is detrimental to its interests, reputation, or operations.",High
2. Termination by the Intern You may terminate this internship by submitting a written resignation to your reporting manager with a minimum notice period of seven (7) calendar days. The notice must clearly state the intended last working day and the reason for resignation.,High
"3. Mutual Notice Period Except in cases of termination for cause as described in Section 1 above, either party shall provide a minimum written notice of seven (7) calendar",Low
days prior to the effective date of termination.,High
"4. Return of Company Property Upon termination or expiry of this agreement, you shall immediately return all Company property in your possession, including but not limited to",Low
"documents, credentials, access tokens, digital assets, equipment, and any materials containing Confidential Information.",Low
"By affixing your signature below, you hereby confirm that you have read this agreement in its entirety, that you fully understand its contents and implications, and that you voluntarily and unconditionally accept all terms, conditions, obligations, and policies set forth herein. Your signature",Low
"constitutes a binding acknowledgment of your acceptance of the internship offer and your commitment to comply with the provisions of this agreement. To formalise your acceptance, please sign this document and submit the signed copy through the secure submission link provided in the",Low
"This letter sets forth the complete terms and conditions governing your internship engagement, including your role, reporting structure, compensation, obligations, and the policies applicable to your tenure. Please read this document in its entirety. By signing and returning this letter,",Low
"reporting manager. Vijay Adsul will be responsible for assigning tasks, providing guidance, evaluating your deliverables, and ensuring adherence to the terms of this agreement throughout the internship period.",Low
"Your internship shall commence on 13th April 2026 and shall continue for a period of 6 Months, concluding on 12th October 2026, unless terminated earlier in accordance with the provisions set forth in this agreement. Upon successful completion of your internship, and subject to satisfactory performance evaluations, you may be considered for a Pre Placement",Low
"made at the sole and absolute discretion of the Company, based on its internal evaluation criteria, business requirements, and organisational needs at the time of assessment. Important Notice: Zorvyn FinTech Pvt. Ltd. does not charge any fees in connection with internships, employment, or onboarding. This includes,",Low
"without limitation, application fees, processing fees, joining fees, training fees, or charges for welcome kits. If any individual or entity requests payment on behalf of the Company, you are advised to disregard such communication and report it immediately to hr@zorvyn.io.",Low
"In consideration of your services as Frontend Developer Intern, you shall receive a monthly stipend of INR 35,000. The stipend shall be disbursed on or before the 13th of each calendar month via your preferred mode of payment. Following your acceptance of this offer, the Human Resources",Low
department will contact you to collect the banking or payment details necessary for processing your compensation. You are solely responsible for ensuring that the payment information provided is accurate and complete. The Company shall not be held liable for any delays or errors in payment,Low
"By accepting this offer, you acknowledge and agree to be bound by the following confidentiality and non disclosure obligations for the entire duration of your engagement and thereafter:",Low
"1. Definition of Confidential Information ""Confidential Information"" shall mean all information, in any form (written, electronic, verbal, or otherwise), that is proprietary to the Company and not available in the public domain. This includes, without limitation, trade secrets, source code, algorithms, technical documentation, product",Low
"designs, business strategies, financial records, client and customer data, vendor agreements, internal communications, employee information, and any other information disclosed to you or accessed by you during the course of your internship.",Low
"2. Obligation of Confidentiality You shall maintain the strictest confidence with respect to all Confidential Information. You shall not, directly or indirectly, disclose, publish, communicate, or make available any Confidential Information to any third party without the prior written authorisation of the Company. You shall",Low
"use Confidential Information exclusively for the purpose of performing your assigned duties under this agreement. You shall take all reasonable precautions to prevent the unauthorised disclosure, reproduction, or misuse of Confidential Information.",Low
3. Exceptions The obligations set forth above shall not apply to information that: (a) is or becomes part of the public domain through no act or omission on your,Low
"part; (b) was demonstrably in your lawful possession prior to its disclosure by the Company, as evidenced by contemporaneous written records; or",Low
"4. Return and Destruction of Materials Upon the conclusion or termination of your internship, howsoever arising, you shall immediately return to the Company all documents, files, records, media, and materials (in both physical and electronic form) containing or relating to Confidential Information. Where return is not feasible,",Low
"5. Survival of Obligations Your confidentiality and non disclosure obligations under this agreement shall survive the termination or expiry of your internship and shall remain in full force and effect indefinitely, unless expressly released in writing by an authorised representative of the Company.",Low
"6. Consequences of Breach Any breach of these confidentiality obligations may result in the immediate termination of your internship and may expose you to legal proceedings,",Low
"including claims for damages, injunctive relief, and any other remedies available under applicable law.",Medium
"5. Conflict of Interest You are obligated to promptly disclose any personal, financial, or professional interest that may conflict, or appear to conflict, with your duties and responsibilities at the Company. You shall not engage in any external activity, employment, or business relationship that may compromise your",Low
"objectivity, performance, or loyalty to the Company during the term of this agreement.",Low
"6. Reporting of Violations If you become aware of any conduct that violates Company policies, applicable laws, or ethical standards, you are obligated to report such matters promptly to your reporting manager or the Human Resources department. The Company prohibits retaliation against any individual who reports a",Low
"may include, but is not limited to, formal written warnings, temporary suspension of duties, or immediate termination of the internship.",Low
"3. Unauthorised Absence Any absence without prior approval or timely notification shall be treated as unauthorised. Repeated or prolonged unauthorised absences may adversely affect your performance evaluation and may constitute grounds for disciplinary action, up to and including termination of the internship.",Low
This internship agreement may be terminated by either party in accordance with the following provisions:,Low
"1. Termination by the Company The Company reserves the right to terminate this agreement with immediate effect, without prior notice, in the event of: (a) gross misconduct, dishonesty, or unethical behaviour; (b) material breach of any term or condition of this agreement; (c) persistent failure to meet the required standards of performance despite reasonable opportunity and feedback; (d) engagement in any activity that constitutes fraud, misrepresentation, or a conflict of interest; or (e) any conduct that, in the reasonable judgement of the Company, is detrimental to its interests, reputation, or operations.",High
2. Termination by the Intern You may terminate this internship by submitting a written resignation to your reporting manager with a minimum notice period of seven (7) calendar days. The notice must clearly state the intended last working day and the reason for resignation.,High
"3. Mutual Notice Period Except in cases of termination for cause as described in Section 1 above, either party shall provide a minimum written notice of seven (7) calendar",Low
days prior to the effective date of termination.,High
"4. Return of Company Property Upon termination or expiry of this agreement, you shall immediately return all Company property in your possession, including but not limited to",Low
"documents, credentials, access tokens, digital assets, equipment, and any materials containing Confidential Information.",Low
"By affixing your signature below, you hereby confirm that you have read this agreement in its entirety, that you fully understand its contents and implications, and that you voluntarily and unconditionally accept all terms, conditions, obligations, and policies set forth herein. Your signature",Low
"constitutes a binding acknowledgment of your acceptance of the internship offer and your commitment to comply with the provisions of this agreement. To formalise your acceptance, please sign this document and submit the signed copy through the secure submission link provided in the",Low
"This letter sets forth the complete terms and conditions governing your internship engagement, including your role, reporting structure, compensation, obligations, and the policies applicable to your tenure. Please read this document in its entirety. By signing and returning this letter,",Low
"reporting manager. Vijay Adsul will be responsible for assigning tasks, providing guidance, evaluating your deliverables, and ensuring adherence to the terms of this agreement throughout the internship period.",Low
"Your internship shall commence on 13th April 2026 and shall continue for a period of 6 Months, concluding on 12th October 2026, unless terminated earlier in accordance with the provisions set forth in this agreement. Upon successful completion of your internship, and subject to satisfactory performance evaluations, you may be considered for a Pre Placement",Low
"made at the sole and absolute discretion of the Company, based on its internal evaluation criteria, business requirements, and organisational needs at the time of assessment. Important Notice: Zorvyn FinTech Pvt. Ltd. does not charge any fees in connection with internships, employment, or onboarding. This includes,",Low
"without limitation, application fees, processing fees, joining fees, training fees, or charges for welcome kits. If any individual or entity requests payment on behalf of the Company, you are advised to disregard such communication and report it immediately to hr@zorvyn.io.",Low
"In consideration of your services as Frontend Developer Intern, you shall receive a monthly stipend of INR 35,000. The stipend shall be disbursed on or before the 13th of each calendar month via your preferred mode of payment. Following your acceptance of this offer, the Human Resources",Low
department will contact you to collect the banking or payment details necessary for processing your compensation. You are solely responsible for ensuring that the payment information provided is accurate and complete. The Company shall not be held liable for any delays or errors in payment,Low
"By accepting this offer, you acknowledge and agree to be bound by the following confidentiality and non disclosure obligations for the entire duration of your engagement and thereafter:",Low
"1. Definition of Confidential Information ""Confidential Information"" shall mean all information, in any form (written, electronic, verbal, or otherwise), that is proprietary to the Company and not available in the public domain. This includes, without limitation, trade secrets, source code, algorithms, technical documentation, product",Low
"designs, business strategies, financial records, client and customer data, vendor agreements, internal communications, employee information, and any other information disclosed to you or accessed by you during the course of your internship.",Low
"2. Obligation of Confidentiality You shall maintain the strictest confidence with respect to all Confidential Information. You shall not, directly or indirectly, disclose, publish, communicate, or make available any Confidential Information to any third party without the prior written authorisation of the Company. You shall",Low
"use Confidential Information exclusively for the purpose of performing your assigned duties under this agreement. You shall take all reasonable precautions to prevent the unauthorised disclosure, reproduction, or misuse of Confidential Information.",Low
3. Exceptions The obligations set forth above shall not apply to information that: (a) is or becomes part of the public domain through no act or omission on your,Low
"part; (b) was demonstrably in your lawful possession prior to its disclosure by the Company, as evidenced by contemporaneous written records; or",Low
"4. Return and Destruction of Materials Upon the conclusion or termination of your internship, howsoever arising, you shall immediately return to the Company all documents, files, records, media, and materials (in both physical and electronic form) containing or relating to Confidential Information. Where return is not feasible,",Low
"5. Survival of Obligations Your confidentiality and non disclosure obligations under this agreement shall survive the termination or expiry of your internship and shall remain in full force and effect indefinitely, unless expressly released in writing by an authorised representative of the Company.",Low
"6. Consequences of Breach Any breach of these confidentiality obligations may result in the immediate termination of your internship and may expose you to legal proceedings,",Low
"including claims for damages, injunctive relief, and any other remedies available under applicable law.",Medium
"5. Conflict of Interest You are obligated to promptly disclose any personal, financial, or professional interest that may conflict, or appear to conflict, with your duties and responsibilities at the Company. You shall not engage in any external activity, employment, or business relationship that may compromise your",Low
"objectivity, performance, or loyalty to the Company during the term of this agreement.",Low
"6. Reporting of Violations If you become aware of any conduct that violates Company policies, applicable laws, or ethical standards, you are obligated to report such matters promptly to your reporting manager or the Human Resources department. The Company prohibits retaliation against any individual who reports a",Low
"may include, but is not limited to, formal written warnings, temporary suspension of duties, or immediate termination of the internship.",Low
"3. Unauthorised Absence Any absence without prior approval or timely notification shall be treated as unauthorised. Repeated or prolonged unauthorised absences may adversely affect your performance evaluation and may constitute grounds for disciplinary action, up to and including termination of the internship.",Low
This internship agreement may be terminated by either party in accordance with the following provisions:,Low
"1. Termination by the Company The Company reserves the right to terminate this agreement with immediate effect, without prior notice, in the event of: (a) gross misconduct, dishonesty, or unethical behaviour; (b) material breach of any term or condition of this agreement; (c) persistent failure to meet the required standards of performance despite reasonable opportunity and feedback; (d) engagement in any activity that constitutes fraud, misrepresentation, or a conflict of interest; or (e) any conduct that, in the reasonable judgement of the Company, is detrimental to its interests, reputation, or operations.",High
2. Termination by the Intern You may terminate this internship by submitting a written resignation to your reporting manager with a minimum notice period of seven (7) calendar days. The notice must clearly state the intended last working day and the reason for resignation.,High
"3. Mutual Notice Period Except in cases of termination for cause as described in Section 1 above, either party shall provide a minimum written notice of seven (7) calendar",Low
days prior to the effective date of termination.,High
"4. Return of Company Property Upon termination or expiry of this agreement, you shall immediately return all Company property in your possession, including but not limited to",Low
"documents, credentials, access tokens, digital assets, equipment, and any materials containing Confidential Information.",Low
"By affixing your signature below, you hereby confirm that you have read this agreement in its entirety, that you fully understand its contents and implications, and that you voluntarily and unconditionally accept all terms, conditions, obligations, and policies set forth herein. Your signature",Low
